Startup Name,Industry,Founder(s),City,Year,Asked Amount (INR),Equity Offered (%),Deal Status,Investor(s),Invested Amount (INR),Equity Taken (%),Valuation (INR)
Startup 433,Food & Beverage,Sneha Sharma,Ahmedabad,2022,73300000,15.07,Yes,,49516297,14.61,486396814
Startup 434,Finance,"Arjun Nair, Ravi Chopra",Chennai,2022,78000000,22.03,Yes,"Ghazal Alagh, Namita Thapar, Ashneer Grover",55193465,19.47,354062641
Startup 435,Finance,"Arjun Verma, Rahul Gupta, Amit Sharma",Bangalore,2022,54700000,11,No,,0,0,497272727
Startup 436,Finance,"Nidhi Reddy, Nidhi Patel",Pune,2022,39700000,15.66,No,,0,0,253512132
Startup 437,Education,"Meera Singh, Meera Nair",Ahmedabad,2025,1300000,24.67,No,,0,0,5269558
Startup 438,Health,"Nidhi Verma, Nidhi Gupta, Pooja Singh",Kolkata,2022,76600000,15.7,Yes,"Peyush Bansal, Ghazal Alagh",73695412,17.17,487898089
Startup 439,Fashion,"Pooja Mehta, Ravi Singh, Ravi Verma",Delhi,2023,82500000,3.09,No,,0,0,2669902912
Startup 440,Food & Beverage,"Sneha Gupta, Ravi Patel",Hyderabad,2025,18400000,19.08,Yes,"Aman Gupta, Ashneer Grover, Namita Thapar",17683493,21.11,96436058
Startup 441,Education,"Arjun Gupta, Sneha Mehta, Ravi Gupta",Bangalore,2021,90200000,6.37,Yes,"Peyush Bansal, Anupam Mittal, Namita Thapar",67722532,6.92,1416012558
Startup 442,Travel,"Tanya Verma, Arjun Verma",Hyderabad,2022,44300000,8.67,No,,0,0,510957324
Startup 443,Food & Beverage,"Tanya Singh, Pooja Sharma, Karan Verma",Kolkata,2021,15800000,20.59,No,,0,0,76736279
Startup 444,Finance,Nidhi Mehta,Hyderabad,2025,72700000,18.66,Yes,,64772660,17.16,389603429
Startup 445,Food & Beverage,Ravi Chopra,Pune,2022,70400000,12.36,No,,0,0,569579288
Startup 446,Finance,"Sneha Nair, Arjun Kapoor",Hyderabad,2022,10900000,4.14,Yes,,9633801,4.07,263285024
Startup 447,Food & Beverage,"Rahul Gupta, Meera Kapoor, Rahul Patel",Hyderabad,2025,76200000,16.63,No,,0,0,458208057
Startup 448,Agriculture,Amit Sharma,Pune,2022,16200000,16.05,No,,0,0,100934579
Startup 449,Education,Sneha Patel,Ahmedabad,2023,31900000,17.51,Yes,,23929742,18.85,182181610
Startup 450,E-commerce,Amit Singh,Kolkata,2024,72000000,18.89,Yes,"Peyush Bansal, Anupam Mittal, Namita Thapar",59656985,15.86,381154049
Startup 451,Tech,Tanya Mehta,Mumbai,2023,82900000,8.54,Yes,Peyush Bansal,55085732,8.75,970725995
Startup 452,Health,Sneha Nair,Chennai,2021,99900000,14.07,No,,0,0,710021321
Startup 453,Health,Arjun Verma,Chennai,2023,15300000,14.85,No,,0,0,103030303
Startup 454,Travel,"Rahul Singh, Karan Sharma",Chennai,2024,40000000,16.59,Yes,Namita Thapar,34824410,19.51,241109101
Startup 455,Food & Beverage,"Pooja Sharma, Arjun Patel, Nidhi Singh",Delhi,2022,85100000,4.68,No,,0,0,1818376068
Startup 456,Finance,Tanya Patel,Bangalore,2024,13700000,13.76,No,,0,0,99563953
Startup 457,Tech,"Sneha Reddy, Nidhi Kapoor",Delhi,2025,29000000,1.24,No,,0,0,2338709677
Startup 458,Education,"Sneha Sharma, Rahul Nair",Chennai,2023,10700000,13.7,No,,0,0,78102189
Startup 459,E-commerce,"Tanya Sharma, Amit Mehta",Pune,2022,19500000,9.28,No,,0,0,210129310
Startup 460,Agriculture,"Rahul Kapoor, Amit Nair, Rahul Mehta",Delhi,2022,59100000,18.65,Yes,,50570534,17.68,316890080
Startup 461,Education,"Tanya Chopra, Meera Mehta, Meera Reddy",Kolkata,2024,29200000,23.86,Yes,Namita Thapar,22268092,22.07,122380553
Startup 462,Health,"Ravi Mehta, Meera Gupta",Bangalore,2022,2400000,15.79,Yes,Anupam Mittal,2114488,17.37,15199493
Startup 463,Finance,Nidhi Sharma,Pune,2025,86100000,13.94,Yes,"Namita Thapar, Ghazal Alagh",58997991,15.27,617647058
Startup 464,Entertainment,"Pooja Kapoor, Ravi Verma",Kolkata,2023,6800000,9.54,No,,0,0,71278825
Startup 465,Travel,"Nidhi Sharma, Amit Reddy",Delhi,2022,37300000,1.21,No,,0,0,3082644628
Startup 466,Agriculture,Sneha Nair,Delhi,2022,13600000,22.91,Yes,"Namita Thapar, Ashneer Grover, Anupam Mittal",10310752,21.07,59362723
Startup 467,Finance,Ravi Kapoor,Bangalore,2023,68200000,21.14,Yes,"Anupam Mittal, Aman Gupta, Namita Thapar",65023960,22.91,322611163
Startup 468,Tech,Arjun Verma,Delhi,2022,44100000,18.85,Yes,Anupam Mittal,43389087,22.49,233952254
Startup 469,Tech,"Meera Nair, Meera Mehta",Pune,2022,52300000,18.42,No,,0,0,283930510
Startup 470,Finance,Meera Sharma,Delhi,2025,88500000,15.19,Yes,Anupam Mittal,54458171,18.17,582620144
Startup 471,Food & Beverage,"Amit Singh, Pooja Sharma",Mumbai,2022,42700000,13.6,Yes,"Anupam Mittal, Aman Gupta",34328471,14.38,313970588
Startup 472,Fashion,Arjun Reddy,Chennai,2021,73800000,11.03,No,,0,0,669084315
Startup 473,Health,Amit Verma,Mumbai,2021,22700000,7.85,No,,0,0,289171974
Startup 474,Entertainment,Karan Mehta,Chennai,2023,38200000,9.02,Yes,Peyush Bansal,31351018,10.33,423503325
Startup 475,Travel,"Nidhi Singh, Ravi Singh",Pune,2025,67500000,7.62,No,,0,0,885826771
Startup 476,Fashion,"Meera Patel, Ravi Mehta, Amit Mehta",Hyderabad,2022,57300000,18.08,No,,0,0,316924778
Startup 477,E-commerce,"Sneha Mehta, Meera Nair, Karan Nair",Ahmedabad,2022,63100000,7.52,Yes,"Ashneer Grover, Vineeta Singh, Aman Gupta",60049872,8.39,839095744
Startup 478,Education,Ravi Sharma,Mumbai,2021,65700000,15.52,No,,0,0,423324742
Startup 479,Travel,Ravi Kapoor,Delhi,2022,92900000,15.68,No,,0,0,592474489
Startup 480,Fashion,"Tanya Nair, Pooja Gupta, Pooja Reddy",Chennai,2025,60500000,16.12,No,,0,0,375310173
Startup 481,Food & Beverage,"Tanya Verma, Amit Sharma, Ravi Reddy",Bangalore,2025,15200000,12.53,No,,0,0,121308858
Startup 482,Food & Beverage,"Nidhi Gupta, Rahul Patel",Mumbai,2024,65200000,14.05,Yes,Aman Gupta,41801423,12.91,464056939
Startup 483,E-commerce,"Rahul Verma, Pooja Verma",Hyderabad,2022,40400000,4.54,No,,0,0,889867841
Startup 484,Education,"Karan Sharma, Meera Mehta, Sneha Patel",Bangalore,2024,37500000,2.83,No,,0,0,1325088339
Startup 485,Tech,"Sneha Verma, Tanya Mehta",Delhi,2022,55300000,9.04,Yes,,36502867,9.64,611725663
Startup 486,Agriculture,"Karan Singh, Nidhi Mehta, Pooja Chopra",Ahmedabad,2023,56100000,13.81,Yes,"Peyush Bansal, Anupam Mittal, Vineeta Singh",46627547,14.88,406227371
Startup 487,Education,"Sneha Patel, Nidhi Verma, Pooja Verma",Pune,2023,99000000,4.21,Yes,"Namita Thapar, Ashneer Grover",71070012,3.61,2351543942
Startup 488,Tech,"Tanya Sharma, Meera Singh, Rahul Verma",Delhi,2021,15400000,2.9,Yes,"Ashneer Grover, Ghazal Alagh",12133750,2.48,531034482
Startup 489,Finance,"Meera Nair, Arjun Singh",Chennai,2025,44300000,23.35,No,,0,0,189721627
Startup 490,Tech,"Karan Mehta, Pooja Chopra, Tanya Verma",Hyderabad,2022,19800000,20.74,Yes,Anupam Mittal,15590013,19.19,95467695
Startup 491,Finance,"Rahul Verma, Nidhi Chopra",Hyderabad,2024,12100000,3.51,No,,0,0,344729344
Startup 492,Education,"Pooja Verma, Pooja Kapoor, Sneha Singh",Mumbai,2023,5600000,2.15,Yes,,3378992,2.03,260465116
Startup 493,Finance,"Ravi Sharma, Ravi Mehta, Amit Singh",Ahmedabad,2023,61000000,21.85,Yes,Peyush Bansal,47899791,25.22,279176201
Startup 494,Tech,"Pooja Patel, Rahul Mehta, Ravi Nair",Pune,2023,81400000,4.15,No,,0,0,1961445783
Startup 495,Tech,Rahul Kapoor,Bangalore,2023,10600000,11.92,Yes,Aman Gupta,7044643,10.87,88926174
Startup 496,Travel,"Sneha Sharma, Rahul Gupta",Chennai,2023,27200000,19.32,No,,0,0,140786749
Startup 497,Food & Beverage,Tanya Gupta,Mumbai,2021,88900000,7.88,No,,0,0,1128172588
Startup 498,Tech,Karan Gupta,Bangalore,2021,48700000,12.24,No,,0,0,397875816
Startup 499,Tech,Rahul Sharma,Ahmedabad,2022,21400000,10.64,Yes,"Anupam Mittal, Ashneer Grover, Ghazal Alagh",13818634,10.45,201127819
Startup 500,E-commerce,Meera Mehta,Hyderabad,2021,59100000,1.75,No,,0,0,3377142857
Startup 501,Fashion,"Rahul Sharma, Rahul Sharma",Chennai,2022,9300000,8.16,No,,0,0,113970588
Startup 502,Finance,"Pooja Kapoor, Rahul Verma, Sneha Chopra",Pune,2024,17800000,5.77,No,,0,0,308492201
Startup 503,Travel,Rahul Gupta,Delhi,2023,89500000,8.59,No,,0,0,1041909196
Startup 504,Fashion,"Amit Gupta, Rahul Gupta, Tanya Sharma",Mumbai,2025,77300000,24.5,No,,0,0,315510204
Startup 505,E-commerce,Tanya Chopra,Hyderabad,2021,22400000,23.86,Yes,"Aman Gupta, Namita Thapar",21474028,23.88,93880972
Startup 506,Tech,"Meera Gupta, Karan Chopra, Nidhi Reddy",Ahmedabad,2021,12600000,23.23,No,,0,0,54240206
Startup 507,Finance,"Rahul Nair, Tanya Mehta",Ahmedabad,2022,30100000,21.28,No,,0,0,141447368
Startup 508,Health,"Pooja Nair, Arjun Kapoor",Chennai,2024,86800000,22.66,No,,0,0,383053839
Startup 509,Travel,Tanya Chopra,Hyderabad,2022,20700000,15.79,No,,0,0,131095630
Startup 510,Health,"Karan Mehta, Karan Mehta, Karan Reddy",Delhi,2022,24600000,3.39,Yes,"Anupam Mittal, Ashneer Grover, Ghazal Alagh",20973380,3.78,725663716
Startup 511,Food & Beverage,"Nidhi Mehta, Pooja Patel",Chennai,2025,55800000,21.17,No,,0,0,263580538
Startup 512,Agriculture,"Tanya Nair, Amit Mehta, Ravi Kapoor",Bangalore,2025,63000000,1.71,Yes,"Aman Gupta, Namita Thapar",56976216,1.52,3684210526
Startup 513,Fashion,"Meera Chopra, Ravi Chopra",Hyderabad,2024,18700000,5.75,No,,0,0,325217391
Startup 514,Finance,"Karan Singh, Arjun Reddy",Bangalore,2022,44900000,5.79,No,,0,0,775474956
Startup 515,Travel,"Sneha Gupta, Rahul Verma, Ravi Kapoor",Ahmedabad,2024,62800000,20.84,No,,0,0,301343570
Startup 516,Finance,Sneha Mehta,Pune,2022,81900000,5.46,Yes,"Namita Thapar, Ghazal Alagh, Ashneer Grover",74676896,4.64,1500000000
Startup 517,Entertainment,"Sneha Singh, Karan Chopra, Nidhi Reddy",Hyderabad,2025,6000000,20.27,No,,0,0,29600394
Startup 518,Health,"Karan Sharma, Sneha Gupta",Delhi,2021,61500000,10.19,Yes,"Ghazal Alagh, Vineeta Singh, Aman Gupta",59326421,9.31,603532875
Startup 519,Finance,Ravi Nair,Mumbai,2021,67000000,1.39,No,,0,0,4820143884
Startup 520,Entertainment,Karan Kapoor,Kolkata,2023,87900000,16.39,Yes,,85709664,13.79,536302623
Startup 521,Education,Amit Mehta,Bangalore,2021,89200000,17.5,No,,0,0,509714285
Startup 522,Fashion,"Tanya Chopra, Arjun Mehta",Delhi,2023,13200000,4.03,Yes,"Peyush Bansal, Vineeta Singh, Anupam Mittal",12607575,4.78,327543424
Startup 523,Finance,"Meera Sharma, Ravi Nair, Pooja Singh",Kolkata,2023,29700000,8.73,No,,0,0,340206185
Startup 524,Education,Arjun Kapoor,Bangalore,2021,58100000,21.05,Yes,,51947634,18.57,276009501
Startup 525,Education,"Sneha Reddy, Pooja Singh",Pune,2024,73500000,11.9,Yes,,47206417,10.14,617647058
Startup 526,Travel,"Meera Singh, Ravi Patel",Ahmedabad,2025,8000000,7.67,Yes,,7844782,7.91,104302477
Startup 527,Tech,Meera Sharma,Bangalore,2025,2600000,22.46,Yes,"Peyush Bansal, Vineeta Singh",2030746,20.35,11576135
Startup 528,Health,"Arjun Reddy, Sneha Verma",Ahmedabad,2022,20800000,8.06,No,,0,0,258064516
Startup 529,E-commerce,Arjun Patel,Ahmedabad,2022,41200000,3.43,No,,0,0,1201166180
Startup 530,Agriculture,Rahul Patel,Pune,2024,73200000,15.31,Yes,"Peyush Bansal, Vineeta Singh, Anupam Mittal",65560577,17.47,478118876
Startup 531,Education,"Ravi Mehta, Rahul Sharma, Sneha Kapoor",Pune,2023,51200000,18.64,No,,0,0,274678111
Startup 532,Agriculture,"Nidhi Gupta, Amit Reddy",Chennai,2021,92200000,13.43,No,,0,0,686522710
Startup 533,Entertainment,Karan Gupta,Pune,2024,12200000,24.27,No,,0,0,50267820
Startup 534,Food & Beverage,"Rahul Nair, Arjun Singh",Delhi,2024,50800000,7.92,No,,0,0,641414141
Startup 535,Entertainment,"Rahul Singh, Karan Reddy",Delhi,2025,26600000,4.26,Yes,Namita Thapar,21989316,4.48,624413145
Startup 536,E-commerce,"Nidhi Gupta, Nidhi Chopra, Meera Chopra",Ahmedabad,2023,3800000,22.9,Yes,,2919796,25.24,16593886
Startup 537,Entertainment,"Pooja Singh, Ravi Reddy",Delhi,2024,6400000,19.13,No,,0,0,33455305
Startup 538,Travel,Sneha Singh,Mumbai,2025,53800000,4.46,No,,0,0,1206278026
Startup 539,Tech,"Meera Reddy, Arjun Chopra, Karan Sharma",Kolkata,2022,84300000,11.2,Yes,Vineeta Singh,63711559,11.56,752678571
Startup 540,Health,"Tanya Gupta, Amit Reddy, Rahul Gupta",Kolkata,2024,1900000,24.56,No,,0,0,7736156
Startup 541,Agriculture,"Rahul Kapoor, Arjun Chopra, Sneha Gupta",Ahmedabad,2023,63000000,16.82,No,,0,0,374554102
Startup 542,Food & Beverage,"Sneha Gupta, Karan Mehta",Hyderabad,2025,26800000,12.79,No,,0,0,209538702
Startup 543,E-commerce,Nidhi Mehta,Kolkata,2025,86200000,5.98,No,,0,0,1441471571
Startup 544,E-commerce,"Nidhi Singh, Ravi Mehta",Bangalore,2023,44700000,16.01,Yes,Namita Thapar,29094199,16.12,279200499
Startup 545,Tech,Meera Patel,Mumbai,2021,3300000,6.38,No,,0,0,51724137
Startup 546,Fashion,"Nidhi Sharma, Rahul Kapoor",Bangalore,2025,88300000,13.43,No,,0,0,657483246
Startup 547,Travel,"Amit Patel, Meera Sharma, Tanya Singh",Mumbai,2021,8200000,23.8,Yes,,6490370,20.27,34453781
Startup 548,Health,Amit Gupta,Hyderabad,2021,45100000,12.46,Yes,Aman Gupta,41015982,14.01,361958266
Startup 549,Fashion,Pooja Mehta,Hyderabad,2024,76900000,14.27,Yes,Aman Gupta,76220502,15.4,538892782
Startup 550,Agriculture,Amit Gupta,Mumbai,2024,29400000,15.12,No,,0,0,194444444
Startup 551,Tech,Arjun Singh,Ahmedabad,2023,2900000,21.71,No,,0,0,13357899
Startup 552,Health,"Nidhi Kapoor, Tanya Patel, Amit Reddy",Ahmedabad,2022,81100000,18.5,Yes,,66608862,21.85,438378378
Startup 553,Fashion,"Meera Chopra, Tanya Singh, Ravi Kapoor",Delhi,2022,48800000,18.9,Yes,Namita Thapar,44887975,22.31,258201058
Startup 554,Tech,Ravi Kapoor,Pune,2022,4900000,15.77,No,,0,0,31071655
Startup 555,Fashion,"Arjun Singh, Amit Sharma, Arjun Singh",Pune,2024,87700000,5.29,No,,0,0,1657844990
Startup 556,Health,"Amit Gupta, Amit Reddy",Kolkata,2025,42800000,2.41,Yes,"Vineeta Singh, Namita Thapar, Aman Gupta",33220324,2.18,1775933609
Startup 557,Education,Arjun Kapoor,Mumbai,2021,56300000,18.24,Yes,Vineeta Singh,43774661,18.32,308662280
Startup 558,Education,Nidhi Singh,Pune,2022,8300000,16.41,No,,0,0,50578915
Startup 559,Food & Beverage,Nidhi Singh,Pune,2021,42700000,22.54,No,,0,0,189440993
Startup 560,Agriculture,"Tanya Verma, Rahul Reddy",Mumbai,2024,96200000,4.6,Yes,Ghazal Alagh,69768309,5,2091304347
Startup 561,Finance,"Sneha Nair, Amit Singh, Meera Nair",Kolkata,2021,28500000,5.68,No,,0,0,501760563
Startup 562,Travel,Nidhi Nair,Bangalore,2021,67900000,12.62,Yes,"Ashneer Grover, Vineeta Singh",63223621,15.08,538034865
Startup 563,E-commerce,Karan Singh,Delhi,2024,82400000,7.89,No,,0,0,1044359949
Startup 564,Tech,Karan Chopra,Delhi,2023,65700000,22.15,Yes,,62451941,17.86,296613995
Startup 565,Finance,"Nidhi Mehta, Karan Nair",Hyderabad,2024,13100000,9.08,No,,0,0,144273127
Startup 566,Entertainment,"Tanya Sharma, Amit Sharma, Nidhi Gupta",Ahmedabad,2023,76800000,21.04,No,,0,0,365019011
Startup 567,Agriculture,"Rahul Mehta, Tanya Nair, Sneha Mehta",Mumbai,2021,70000000,16.59,No,,0,0,421940928
Startup 568,Travel,"Rahul Nair, Tanya Kapoor",Bangalore,2025,31400000,12.84,Yes,Namita Thapar,30110108,13.25,244548286
Startup 569,Food & Beverage,Arjun Kapoor,Kolkata,2023,23900000,22.25,No,,0,0,107415730
Startup 570,Fashion,"Sneha Reddy, Sneha Patel, Sneha Reddy",Delhi,2021,29200000,11.88,Yes,,21196979,13.9,245791245
Startup 571,Entertainment,"Tanya Patel, Nidhi Gupta",Delhi,2024,87000000,6.57,No,,0,0,1324200913
Startup 572,Agriculture,"Karan Singh, Nidhi Nair",Kolkata,2024,10800000,6.25,No,,0,0,172800000
Startup 573,Finance,"Nidhi Patel, Karan Sharma",Delhi,2023,98900000,8.65,Yes,"Peyush Bansal, Ashneer Grover",89946851,8.59,1143352601
Startup 574,Agriculture,"Karan Patel, Amit Kapoor, Arjun Nair",Hyderabad,2022,7200000,14.49,No,,0,0,49689440
Startup 575,Education,Amit Verma,Bangalore,2022,82000000,12.64,Yes,Ashneer Grover,69915020,13.59,648734177
Startup 576,Education,"Arjun Reddy, Karan Nair, Amit Kapoor",Chennai,2023,21700000,3.39,No,,0,0,640117994
Startup 577,Finance,"Karan Sharma, Pooja Chopra",Chennai,2023,30100000,22.78,Yes,"Peyush Bansal, Anupam Mittal",29515546,25.17,132133450
Startup 578,Tech,"Pooja Singh, Amit Chopra",Hyderabad,2023,38800000,12.44,Yes,,28439398,13.98,311897106
Startup 579,Tech,Ravi Mehta,Hyderabad,2023,61700000,7,Yes,"Vineeta Singh, Peyush Bansal",57742562,7.73,881428571
Startup 580,Health,"Pooja Nair, Meera Nair",Kolkata,2021,99200000,16.65,No,,0,0,595795795
Startup 581,Agriculture,"Meera Nair, Ravi Sharma, Sneha Chopra",Bangalore,2022,14000000,19.17,Yes,,9080275,16.85,73030777
Startup 582,Tech,Karan Gupta,Delhi,2023,15300000,18.98,No,,0,0,80611169
Startup 583,Finance,Arjun Sharma,Ahmedabad,2024,74700000,23.13,No,,0,0,322957198
Startup 584,E-commerce,"Tanya Reddy, Tanya Mehta",Delhi,2024,54500000,17.44,No,,0,0,312500000
Startup 585,E-commerce,"Arjun Gupta, Meera Patel, Nidhi Mehta",Delhi,2023,2000000,8.62,Yes,Aman Gupta,1449472,7.54,23201856
Startup 586,Finance,"Tanya Singh, Tanya Kapoor",Kolkata,2025,18200000,1.06,Yes,,11584942,1.19,1716981132
Startup 587,Food & Beverage,Rahul Gupta,Mumbai,2021,8900000,22.5,Yes,"Anupam Mittal, Peyush Bansal",7019213,20.72,39555555
Startup 588,Tech,Ravi Chopra,Ahmedabad,2022,73300000,12.39,No,,0,0,591606133
Startup 589,E-commerce,"Ravi Sharma, Tanya Patel",Delhi,2024,73800000,4.43,No,,0,0,1665914221
Startup 590,E-commerce,"Meera Kapoor, Sneha Nair",Ahmedabad,2021,19200000,1.61,No,,0,0,1192546583
Startup 591,Agriculture,"Nidhi Chopra, Pooja Singh, Ravi Patel",Ahmedabad,2021,19300000,23.4,Yes,"Vineeta Singh, Ashneer Grover",11623344,21.63,82478632
Startup 592,Entertainment,"Meera Gupta, Rahul Gupta, Ravi Sharma",Mumbai,2021,3900000,15.71,Yes,Aman Gupta,2615975,17.92,24824952
Startup 593,Fashion,"Pooja Nair, Karan Mehta, Amit Kapoor",Chennai,2021,13000000,9.19,Yes,Aman Gupta,10207627,7.78,141458106
Startup 594,Fashion,"Pooja Mehta, Arjun Verma, Karan Kapoor",Delhi,2024,15300000,14.56,No,,0,0,105082417
Startup 595,Education,Arjun Patel,Delhi,2024,27500000,17.74,No,,0,0,155016910
Startup 596,Food & Beverage,"Tanya Patel, Karan Reddy, Arjun Patel",Pune,2024,10200000,13.32,Yes,"Namita Thapar, Aman Gupta",9881431,13.41,76576576
Startup 597,Food & Beverage,"Rahul Gupta, Tanya Reddy",Pune,2022,68400000,15.12,Yes,Peyush Bansal,50859070,17.55,452380952
Startup 598,Food & Beverage,"Meera Reddy, Nidhi Sharma",Delhi,2021,32300000,4.91,Yes,,25051992,5.14,657841140
Startup 599,Entertainment,"Karan Chopra, Meera Patel, Arjun Reddy",Pune,2023,70400000,10.63,Yes,,66948505,11.75,662276575
Startup 600,E-commerce,Karan Chopra,Chennai,2022,61700000,1.69,Yes,,58901170,2,3650887573
Startup 601,E-commerce,Tanya Mehta,Delhi,2021,81700000,24.04,Yes,Ghazal Alagh,60330628,23.04,339850249
Startup 602,Agriculture,Rahul Patel,Delhi,2024,32400000,2.93,Yes,,25097673,3.19,1105802047
Startup 603,Food & Beverage,"Ravi Reddy, Amit Gupta, Rahul Reddy",Bangalore,2023,57300000,17.48,Yes,,49700572,19.8,327803203
Startup 604,Finance,"Karan Nair, Sneha Reddy, Meera Singh",Mumbai,2025,91600000,15.6,Yes,"Vineeta Singh, Aman Gupta",77331157,17.17,587179487
Startup 605,Tech,"Pooja Mehta, Meera Patel, Amit Patel",Chennai,2022,10500000,9.15,Yes,"Namita Thapar, Anupam Mittal",9136146,9.08,114754098
Startup 606,Fashion,"Rahul Mehta, Karan Nair",Bangalore,2023,83500000,2.98,Yes,,63609416,3.35,2802013422
